entidade;atributo;descricao
sinapses.Processos;processos.tipo_documento_origem;Tipo do documento de Origem
sinapses.Processos;processos.tipo_penal;Tipo penal do processo
sinapses.Processos;processos.tipo_processo;Classificação do caso conforme a natureza jurídica.
sinapses.Processos;processos.tribunal_estadual;Tribunal de Justiça.
sinapses.Processos;processos.last_update;Data em que o processo recebeu a última alteração significativa.
sinapses.Processos;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.Processos;processos.valor_da_causa;Estimativa financeira ou valor em disputa no processo.
sinapses.Processos;processos.vara;Vara associada ao Processo
sinapses.sidenweb_advanced_search;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.sidenweb_advanced_search;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.sidenweb_advanced_search;sidenweb_advanced_search.date_range;Filtra os acessos por um intervalo de datas específico.
sinapses.sidenweb_advanced_search;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.sidenweb_advanced_search;sidenweb_advanced_search.local;Realiza a busca em locais por proximidade do nome
sinapses.sidenweb_advanced_search;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.sidenweb_advanced_search;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.190;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.190;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.190;centoenoventa.codigo;Identificador único para o registro, chave para consulta e acompanhamento.
sinapses.190;centoenoventa.codigo_inicial;Primeiro código do registro, usado para triagem e referências iniciais.
sinapses.190;centoenoventa.dt_criacao;Data de criacao da ocorrencia
sinapses.190;centoenoventa.descricao_inicial;Sumário inicial do incidente, orientando a resposta e ações iniciais
sinapses.190;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.190;centoenoventa.nome_solicitante;Identificação da pessoa que acionou o serviço 190.
sinapses.190;centoenoventa.num_incidente;Número do Incidente
sinapses.190;centoenoventa.opm_atendimento;Unidade responsável pela gestão e resolução do registro.
sinapses.190;centoenoventa.opm_origem;Unidade policial de origem do registro, indicando o ponto inicial da ocorrência.
sinapses.190;centoenoventa.prioridade;Classificação de urgência do registro.
sinapses.190;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.190;centoenoventa.solicitante_comentario;Comentario do solicitante
sinapses.190;centoenoventa.solicitante_nome;Nome do solicitante
sinapses.190;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.Criminoso;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.Criminoso;pessoa.adactilia_d;Ausência de dedos na mão direita.
sinapses.Criminoso;pessoa.adactilia_e;Ausência de dedos na mão esquerda.
sinapses.Criminoso;pessoa.agencia;Nome da agência do banco do Servidor.
sinapses.Criminoso;pessoa.codigo_da_agencia;Código da agência do banco do Servidor..
sinapses.Criminoso;pessoa.alcunha;Apelido(s) comum(ns) da pessoa.
sinapses.Criminoso;pessoa.amputacao_d;Indica a amputação de um membro ou parte no lado direito.
sinapses.Criminoso;pessoa.amputacao_e;Indica a amputação de um membro ou parte no lado esquerda.
sinapses.Criminoso;criminoso.anotacoes_criminais;Registra observações ou notas relativas ao histórico criminal.
sinapses.Criminoso;pessoa.anquilose_d;-
sinapses.Criminoso;pessoa.anquilose_e;-
sinapses.Criminoso;pessoa.assinatura;Representa o estilo único de assinatura da pessoa.
sinapses.Criminoso;pessoa.associados;Pessoas associadas ao CPF buscado.
sinapses.Criminoso;pessoa.atividade_principal;Atividade econômica principal praticado pela pessoa ou empresa.
sinapses.Criminoso;pessoa.atividade_secundaria;Possível atividade secundária ou responsabilidade da pessoa.
sinapses.Criminoso;pessoa.data_de_atualizacao_do_cadastro;Data mais recente de atualização das informações de cadastro.
sinapses.Criminoso;pessoa.data_de_atualizacao_da_situacao_cadastral;Data mais recente de atualização da situação cadastral.
sinapses.Criminoso;pessoa.banco;Nome do banco no qual o sevidor é clente.
sinapses.Criminoso;pessoa.base_origem;Origem dos dados ou informações da pessoa.
sinapses.Criminoso;pessoa.biometria;Impressão digital usada para identificar biometricamente o eleitorado.
sinapses.Criminoso;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.Criminoso;pessoa.cabelos;Cor, tipo ou estilo dos cabelos da pessoa.
sinapses.Criminoso;pessoa.capital_socio;Valor investido pela pessoa em uma sociedade empresarial.
sinapses.Criminoso;pessoa.cargo_em_sociedade;Cargo do sócio de uma empresa
sinapses.Criminoso;pessoa.cbo;Classificação Brasileira de Ocupações
sinapses.Criminoso;pessoa.certidao_militar;Registro oficial para cidadãos masculinos em serviço militar.
sinapses.Criminoso;pessoa.cicatriz_d;Presença de cicatriz no lado direito do corpo.
sinapses.Criminoso;pessoa.cicatriz_e;Presença de cicatriz no lado esquerda do corpo.
sinapses.Criminoso;pessoa.cicatrizes;Marcas distintas na pele.
sinapses.Criminoso;pessoa.cnae;Classificação Nacional de Atividades Econômicas (CNAE).
sinapses.Criminoso;pessoa.cnae_secundario;Classificação Nacional de Atividades Econômicas secundárias (CNAE).
sinapses.Criminoso;pessoa.cnh;Licença oficial para dirigir veículos no Brasil.
sinapses.Criminoso;pessoa.categoria_cnh;Categoria da Carteira Nacional de Habilitação, indicando o tipo de veículo que a pessoa está habilitada a dirigir.
sinapses.Criminoso;pessoa.data_primeira_emissao_cnh;Data em que a Carteira Nacional de Habilitação foi emitida pela primeira vez.
sinapses.Criminoso;pessoa.data_ultima_emissao_cnh;Data em que a Carteira Nacional de Habilitação foi emitida pela última vez.
sinapses.Criminoso;pessoa.cnh_dt_validade;Limite temporal de validade da licença de condução.
sinapses.Criminoso;pessoa.cnh_espelho;Dados detalhados da licença de motorista.
sinapses.Criminoso;pessoa.cnh_situacao_via;Estado atual do documento de habilitação.
sinapses.Criminoso;pessoa.cns;Cartão Nacional de Saúde
sinapses.Criminoso;pessoa.cod_ibge_uf;Código de 2 dígitos associados a um UF.
sinapses.Criminoso;pessoa.cod_posemis;
sinapses.Criminoso;pessoa.contador;Profissional de contabilidade responsável.
sinapses.Criminoso;pessoa.cpf;Cadastro Nacional de Pessoa Física
sinapses.Criminoso;pessoa.credenciamento;Indica se o indivíduo está credenciado ou registrada no sistema.
sinapses.Criminoso;credilink_label;Identificação específica da empresa no sistema de informações comerciais Credilink.
sinapses.Criminoso;pessoa.ctps;Carteira de Trabalho e Previdência Social
sinapses.Criminoso;pessoa.data_de_admissao;Data de admissão
sinapses.Criminoso;pessoa.data_atividade_comercial;Data associada a uma determinada transação comercial.
sinapses.Criminoso;pessoa.data_cadastramento;Data de cadastramento da pessoa.
sinapses.Criminoso;pessoa.data_expedicao_rg;Quando o documento de identidade foi emitido.
sinapses.Criminoso;pessoa.inicio_de_atividade;Data da assinatura do primeiro contrato social da empresa
sinapses.Criminoso;pessoa.data_de_início_em_sociedade;Data de entrada em uma sociedade
sinapses.Criminoso;pessoa.data_nascimento;Indica o dia, mês e ano em que a pessoa nasceu.
sinapses.Criminoso;pessoa.data_obito;Data registrada do falecimento.
sinapses.Criminoso;pessoa.data_outro_documento;Data em que o documento adicional foi emitido.
sinapses.Criminoso;pessoa.dedo_amputado; Indica se existe amputação de algum dedo.
sinapses.Criminoso;pessoa.deposito_fechado;Armazenagem própria apenas para estoque do contribuinte e situada no mesmo Estado.
sinapses.Criminoso;pessoa.descricao_do_cnae;Descrição do CNAE.
sinapses.Criminoso;pessoa.descricao_cbo;Descrição da CBO
sinapses.Criminoso;pessoa.detalhes_inscricao_estadual;Apresenta informações específicas relacionadas à inscrição estadual.
sinapses.Criminoso;pessoa.dni;Documento Nacional de Identidade
sinapses.Criminoso;pessoa.doador;Indica se a pessoa é doadora de orgãos.
sinapses.Criminoso;pessoa.drr;Pontos de Presença da Receita Estadual (Secretaria da Fazenda)
sinapses.Criminoso;pessoa.data_situacao_cadastral;Data de alterações significativas no cadastro legal da pessoa ou empresa.
sinapses.Criminoso;pessoa.ectrodactilia_d;Malformação congênita presente na mão direita
sinapses.Criminoso;pessoa.ectrodactilia_e;Malformação congênita presente na mão esquerda.
sinapses.Criminoso;pessoa.e_mail;Contato eletrônico primário da pessoa para correspondências digitais.
sinapses.Criminoso;pessoa.matricula_employee;Identificador do indivíduo como funcionário em uma organização.
sinapses.Criminoso;pessoa.envio_de_arquivos_de_efd;Indica se há obrigatoriedade de envio dos arquivos da Escrituração Fiscal Digital (EFD) para a administração tributária.
sinapses.Criminoso;pessoa.escolaridade;Escolaridade da pessoa
sinapses.Criminoso;pessoa.estado_civil;Situação matrimonial atual da pessoa.
sinapses.Criminoso;pessoa.estatura;Altura da pessoa.
sinapses.Criminoso;base_entity.expandable;Valores a serem expandidos
sinapses.Criminoso;pessoa.faixa_etaria;Faixa etária.
sinapses.Criminoso;pessoa.fator_rh;Tipo de antígeno presente no sangue da pessoa.
sinapses.Criminoso;person.filepath;Caminho para um arquivo de referência
sinapses.Criminoso;pessoa.filhosmaiores;Informação sobre filhos da pessoa que são legalmente adultos.
sinapses.Criminoso;pessoa.filhosmenores;Informação sobre filhos da pessoa que ainda não são legalmente adultos.
sinapses.Criminoso;pessoa.filiacao;Nomes dos pais ou tutores.
sinapses.Criminoso;pessoa.formacao;Formação da pessoa
sinapses.Criminoso;pessoa.formulario_renach;Identificação do formulário do Registro Nacional de Condutores Habilitados.
sinapses.Criminoso;pessoa.grau_de_instrucao;Nível educacional do indivíduo.
sinapses.Criminoso;pessoa.grau_de_parentesco;Grau de parentesco com o alvo da busca
sinapses.Criminoso;pessoa.id_corpo;Número único para identificação de um corpo.
sinapses.Criminoso;person.id;Identificador único da entidade no sistema.
sinapses.Criminoso;pessoa.id_profissional;Número que identifica a pessoa em seu contexto profissional.
sinapses.Criminoso;pessoa.idade;Idade atual da pessoa.
sinapses.Criminoso;pessoa.idioma;Idioma falado ou conhecido pela pessoa.
sinapses.Criminoso;pessoa.impossivel_assinar;Indica se a pessoa tem alguma limitação que a impede de assinar documentos.
sinapses.Criminoso;pessoa.informacoes_adicionais;Dados complementares relevantes.
sinapses.Criminoso;pessoa.info_restricao;Restrições financeiras ou legais.
sinapses.Criminoso;person.ie;Inscrição Estadual associada
sinapses.Criminoso;label_default_key;Identificação padrão usada para categorizar ou marcar a pessoa.
sinapses.Criminoso;person.link;Endereço eletrônico associado à pessoa.
sinapses.Criminoso;pessoa.macrodactilia_d; Dedos anormalmente grandes na mão direita.
sinapses.Criminoso;pessoa.macrodactilia_e; Dedos anormalmente grandes na mão esquerda.
sinapses.Criminoso;pessoa.mae;Indica o nome completo da mãe da pessoa.
sinapses.Criminoso;pessoa.cpf;Cadastro Nacional de Pessoa Física
sinapses.Criminoso;pessoa.matricula;Identificador único em contextos educacionais ou corporativos.
sinapses.Criminoso;pessoa.media_credito;Média mensal das movimentações de crédito.
sinapses.Criminoso;pessoa.media_debito;Média mensal das movimentações de débito.
sinapses.Criminoso;pessoa.mei;Micro Empreendedor Individual
sinapses.Criminoso;pessoa.mei_caminhoneiro;Micro Empreendedor Individual - Caminhoneiro
